약국명,우편번호,주소,전화번호,위도,경도
과천 플러스 약국,13807,경기도 과천시 관문로 92 힐스테이트 과천중앙 B동 124호 (중앙동),02-6407-1358,37.4297486,126.9904189
참사랑약국,18428,"경기도 화성시 10용사로 316 101호 (능동, 다건빌딩)",031-8003-3553,37.1992302,127.052448
아이튼튼약국,18478,"경기도 화성시 동탄대로 469-12 2층 2057호 (오산동, 동탄역 린스트라우스)",070-7543-8809,37.1962985,127.0974953
돌곶이온누리약국,2787,"서울특별시 성북구 화랑로 248 장위뉴타워 102호, 102-1호 (석관동)",02-967-5555,37.6104155,127.0569262
윤슬약국,21574,인천광역시 남동구 인하로507번길 4 벽성빌딩 102호 (구월동),427-9932,37.4434516,126.7032138
은혜약국,5616,서울특별시 송파구 백제고분로39길 10-20 101호 (석촌동),02-420-2282,37.5056453,127.1059045
조은약국,25751,강원도 동해시 하평로 14 (평릉동),033-532-0299,37.5309016,129.1064137
주안약국,22140,인천광역시 미추홀구 미추홀대로 704 1층 (주안동),032-422-4279,37.460156,126.6804073
아빠약국,61754,광주광역시 남구 효천중앙로 64 블루타워 102호 (임암동),062-672-1694,35.102112,126.8755804
혜명한약국,63188,제주특별자치도 제주시 서광로2길 11 1층 (오라일동),064-759-1522,33.4991065,126.5130287
가산행운약국,8517,서울특별시 금천구 디지털로10길 78 126호 (가산동),02-6230-5755,37.4745451,126.8897367
새로이약국,21998,인천광역시 연수구 인천타워대로132번길 34 103호 (송도동),032-859-8834,37.386364,126.6439449
셀메드홈케어굿모닝약국,13497,"경기도 성남시 분당구 야탑로69번길 3 101~5,204호 (야탑동, 강남프라자)",707-1661,37.4100921,127.1263732
소망온누리약국,24343,강원도 춘천시 공지로 242 1층 (효자동),033-264-8577,37.8639941,127.7372527
기린약국,10585,경기도 고양시 덕양구 지축로 86 103호 (지축동),02-371-2933,37.6487818,126.9174088
슬기로운약국,47300,"부산광역시 부산진구 중앙대로 664 일부 101호 (부전동, 이랜드 PEER 서면)",051-808-7977,35.15199,129.0596071
국제약국,2623,서울특별시 동대문구 답십리로 248 1층 (장안동),02-2245-6384,37.5724752,127.0677715
목동메디약국,7786,서울특별시 강서구 곰달래로 272 1층 103호 (화곡동),02-2062-0091,37.5321866,126.8631828
드림약국,37587,경상북도 포항시 북구 장량로 79 (양덕동),054-231-0947,36.082456,129.3890986
가까운편한약국,46985,부산광역시 사상구 학감대로 226 1층 (감전동),051-323-3737,35.1510507,128.9900927
비전약국,35402,대전광역시 서구 계백로 1440 1층 (도마동),042-581-1151,36.3133029,127.3811345
광주약국,61400,광주광역시 동구 서암대로 318 1층 (계림동),062-512-1415,35.1648516,126.9181452
내동우리약국,35285,대전광역시 서구 동서대로 981 1층 (내동),042-534-3176,36.3343228,127.3715057
메디팜태평양약국,58700,전라남도 목포시 영산로 320 (용당동),061-272-3850,34.8054087,126.4004855
참좋은약국,30034,세종특별자치시 조치원읍 대첩로 17 17,044-868-8687,36.5953792,127.293962
하늘빛약국,13256,"경기도 성남시 중원구 광명로 176 상가동 1층 106호 (중앙동, 신흥역하늘채랜더스원아파트)",031-733-3507,37.4390817,127.1477057
우리약국,44034,울산광역시 동구 전하로 2 (전하동),052-234-1256,35.5123731,129.4305279
중앙약국,52041,경상남도 함안군 가야읍 방목1길 16-27 (가야읍),055-583-2462,35.2775808,128.4052984
더본약국,51320,"경상남도 창원시 마산회원구 양덕남8길 12 (양덕동, 수산아파트)",055-294-7770,35.2226081,128.586947
다사랑약국,21565,인천광역시 남동구 독점로3번길 10-24 1층일부호 (구월동),032-473-2009,37.4510367,126.7104375
이룸약국,12113,경기도 남양주시 별내중앙로 24 405-1호 (별내동),070-4212-7272,37.6454567,127.1262479
오정온누리약국,14442,"경기도 부천시 오정로 247 103호 (오정동, 썬프라자)",032-677-8275,37.5295367,126.7855637
황약국,15806,경기도 군포시 군포로753번길 46 (산본동),031-394-0499,37.3712078,126.9392562
희망찬약국,21545,인천광역시 남동구 남동대로 900 (간석동),442-2252,37.4627226,126.7085617
이조약국,57941,전라남도 순천시 서문성터길 1 (행동),061-752-5767,34.9570998,127.483488
독일약국,17023,경기도 용인시 처인구 포곡읍 전대로78번길 3 (포곡읍),031-333-2920,37.2852346,127.2172301
우리들약국,14996,경기도 시흥시 장현능곡로 9 103호 (장곡동),031-000-0000,37.3730211,126.7915479
시민공원약국,47192,"부산광역시 부산진구 시민공원로 31 2층 (부암동, 이마트트레이더스서면점)",051-803-3336,35.1638954,129.0525896
낙원종합약국,56104,전라북도 정읍시 신태인읍 신태인중앙로 23 1층,063-571-8275,35.6890791,126.8874159
송신약국,55085,"전라북도 전주시 완산구 강변로 106 107동 103호 (삼천동1가, 삼천하이츠A상가)",063-226-9988,35.8008411,127.1131653
해뜨는약국,61062,광주광역시 북구 설죽로 351 1층 (매곡동),062-575-1725,35.1908419,126.8989068
새빛약국,34305,"대전광역시 대덕구 대덕대로 1591-1 101, 102호 (석봉동, 로하스빌딩)",042-862-1994,36.4505922,127.4247092
주차편한약국,3311,"서울특별시 은평구 통일로 1030 은평헤스티아 지하1층 103,104호 (진관동)",02-356-7660,37.6341902,126.9176679
정든약국,13517,경기도 성남시 분당구 야탑로 102 뉴젠빌원룸텔 2층 214호 (야탑동),031-702-3315,37.409596,127.1301328
밝은약국,12011,경기도 남양주시 진접읍 장현로 122 (진접읍),031-574-2040,37.7201374,127.1849478
튼튼약국,27666,충청북도 음성군 대소면 대금로 468 (),043-881-2116,36.9682631,127.4907229
다원약국,18467,경기도 화성시 동탄영천로 81-5 1층 (영천동),031-372-0322,37.2096788,127.102974
동화약국,49380,부산광역시 사하구 낙동대로 237 2층 (괴정동),051-201-5336,35.0992947,128.9911562
암사조은온누리약국,5236,"서울특별시 강동구 고덕로 133 상가동 511호 (암사동, 강동롯데캐슬퍼스트아파트)",426-3666,37.5552527,127.1403474
도담약국,61074,광주광역시 북구 하서로 393-8 (양산동),062-262-6000,35.2104151,126.8731999
한아름온누리약국,21312,"인천광역시 부평구 세월천로 16 101호 (청천동, 대우2차상가)",032-524-5800,37.5146664,126.7083807
행복약국,6942,"서울특별시 동작구 등용로 115 101호 (대방동, 엘리시아빌딩)",02-822-9095,37.5114623,126.9317563
삼산약국,21344,"인천광역시 부평구 체육관로 40 107호 (삼산동, 신영프라자)",032-511-8770,37.5082494,126.7361446
한들약국,50039,경상남도 함양군 함양읍 용평1길 3 (함양읍),055-963-3298,35.520617,127.7290525
한솔약국,34832,대전광역시 중구 중앙로 149 (은행동),255-2522,36.3290704,127.4260245
벧엘약국,21561,"인천광역시 남동구 구월로 212 216호 (구월동, 힐캐슬프라자)",032-462-9934,37.4560189,126.7140509
주엽온누리약국,10386,경기도 고양시 일산서구 중앙로 1415 CITY2000빌딩 1층 105호 (주엽동),031-8076-5077,37.6691851,126.7625387
파라곤1층약국,12912,경기도 하남시 미사강변동로 100-1 미사역 파라곤 스퀘어 1027호 (망월동),031-795-5973,37.5639612,127.1936001
수영우리약국,48228,부산광역시 수영구 연수로 419 1층 (수영동),051-753-2851,35.1678272,129.1148216
100세약국,7223,서울특별시 영등포구 양평로 24 (당산동6가),02-2678-8217,37.5332486,126.903739
필리아약국,13389,경기도 성남시 중원구 둔촌대로 283 (하대원동),031-759-9259,37.4297639,127.1494604
대한약국,21034,인천광역시 계양구 장제로875번길 1 (임학동),032-556-8575,37.5452442,126.7383748
정다운 약국,26130,강원도 정선군 정선읍 봉양6길 15-1 (),033-563-9381,37.3790645,128.6635911
행복한약국,28767,충청북도 청주시 상당구 중흥로 149-1 1층 (용암동),043-214-9747,36.6172927,127.5103775
쉐르빌약국,7213,서울특별시 영등포구 당산로45길 1 (당산동5가),02-2672-3277,37.5332573,126.9005069
바로약국,26428,강원도 원주시 원일로 120 (중앙동),033-747-8366,37.3503162,127.9484763
가로수약국,28382,충청북도 청주시 흥덕구 서현로 60 140호 (가경동),043-231-0919,36.6175121,127.4286308
하나약국,31982,충청남도 서산시 고운로 157 1층 (동문동),041-681-7210,36.7836391,126.4528886
하경약국,55033,전라북도 전주시 완산구 관선1길 7 1층 (남노송동),063-277-2670,35.8196979,127.1544511
참조은약국,10341,"경기도 고양시 일산서구 고양대로 691 2층 (일산동, 한더빌딩)",031-975-1777,37.6839777,126.77307
길약국,39228,경상북도 구미시 구미중앙로 144 1층 (원평동),054-457-1549,36.1258909,128.3376849
만리포약국,32120,충청남도 태안군 소원면 신덕길 10 (),041-672-4189,36.7587347,126.1947329
유일약국,41535,대구광역시 북구 대학로 143 (산격동),942-0061,35.8968007,128.6136267
순창온누리약국,56041,전라북도 순창군 순창읍 순창로 228 (),063-653-4144,35.3753334,127.1433998
이층은약국,6599,"서울특별시 서초구 서초중앙로 230 2층 208호 (반포동, 동화반포프라자상가)",02-533-2440,37.5021689,127.0120781
호약국,15801,경기도 군포시 고산로 701 1층 일부호 (산본동),031-398-1117,37.3724584,126.935814
천사약국,34942,대전광역시 중구 대흥로66번길 19 (대흥동),042-252-4080,36.3230197,127.4209817
이화햇살약국,7803,서울특별시 강서구 공항대로 261 발산파크프라자 113호 (마곡동),02-3665-3335,37.5591532,126.836521
메디치약국,34121,대전광역시 유성구 대덕대로 582 옥토빌딩 104호 (도룡동),042-862-0070,36.3849308,127.37898
현대메디칼약국,22190,인천광역시 미추홀구 낙섬서로 4 (용현동),032-889-1891,37.4500145,126.633686
참약사새봄약국,44236,울산광역시 북구 화산로 109 1층 110호 (송정동),070-4010-5917,35.6017933,129.3652805
본약국,11918,경기도 구리시 건원대로99번길 134 (인창동),031-565-7377,37.6044648,127.139325
바른길약국,61243,광주광역시 북구 임동로 6 101호 (임동),062-522-9700,35.1607119,126.8967075
동탄공원약국,18505,경기도 화성시 동탄순환대로 127-27 B109호 (산척동),070-4833-8901,37.1681658,127.1072462
감계튼튼약국,51112,경상남도 창원시 의창구 북면 감계로110번길 54-15 부영빌딩 1층 104호,,35.3015721,128.5943145
신세기약국,62314,광주광역시 광산구 하남대로 292 (운남동),062-955-2111,35.1787498,126.8255198
햇살약국,61727,광주광역시 남구 서문대로 665 1층 103호 (진월동),062-674-1245,35.1190301,126.89862
적십자약국,12205,경기도 남양주시 와부읍 수레로9번길 29-1 (),031-577-1495,37.5892018,127.2142353
수약국,10019,경기도 김포시 통진읍 김포대로2244번길 20 303호 (마송프라자),031-988-8666,37.6909308,126.5975881
민우약국,15805,경기도 군포시 군포로761번길 20 (산본동),031-393-5540,37.3728066,126.94133
보안당약국,52319,경상남도 하동군 횡천면 문화1길 1 1,055-883-7105,35.1092726,127.8109634
세화약국,39828,경상북도 칠곡군 약목면 관호7길 42 (),070-4408-9022,36.003994,128.3842227
모범약국,12646,경기도 여주시 여주남로 328 (연라동),886-3308,37.2621993,127.6015074
호정약국,4311,"서울특별시 용산구 효창원로 227 근린3상가동 2층 201호 (효창동, 용산 데시앙 포레)",02-712-1276,37.5473631,126.9620096
만약국,6187,서울특별시 강남구 도곡로99길 31 지하1층 (대치동),,37.5025953,127.0650459
튼튼약국,5092,서울특별시 광진구 뚝섬로 590 아주빌딩 1층 (자양동),02-456-1139,37.5331387,127.0753243
이화약국,58255,전라남도 나주시 나주로 190 (중앙동),061-333-6789,35.0338497,126.721351
남도약국,59038,전라남도 해남군 해남읍 해남로 8 (해남읍),061-533-2525,34.5706417,126.6079625
금광프라자약국,13177,경기도 성남시 중원구 광명로 331 1층 (금광동),031-741-6220,37.4457208,127.1626342
동아약국,11145,경기도 포천시 중앙로 119 (신읍동),031-535-2417,37.8970922,127.2027566
우리약국,61709,광주광역시 남구 서문대로 692 (진월동),062-675-2208,35.1212173,126.8990242
하나약국,17359,경기도 이천시 안흥로 70 1층 (갈산동),031-634-9399,37.284094,127.4553125
태화약국,51680,경상남도 창원시 진해구 충장로 128-1 (충무동),055-543-8022,35.1518895,128.6660474
하나약국,61697,광주광역시 남구 봉선로 2 1층 (주월동),062-653-7581,35.1326136,126.9018666
연우약국,62339,광주광역시 광산구 손재로110번길 46 1층 (산정동),062-956-5050,35.1759927,126.7994697
행복한미래약국,41265,"대구광역시 동구 송라로11길 39 (신천동, 신천휴먼시아6단지아파트 상가103호)",053-425-1237,35.8711923,128.6170349
시온약국,10861,경기도 파주시 탄현면 하늘소로 106 (탄현면),031-948-7561,37.7744376,126.7016318
조은약국,58416,전라남도 영암군 영암읍 동문안1길 7-8 (),061-472-0144,34.8002009,126.6986368
호수약국,11474,경기도 양주시 옥정동로 193 (옥정동),031-867-5111,37.8241365,127.0984808
가까운약국,47736,부산광역시 동래구 충렬대로181번길 17 (명륜동),051-554-2674,35.2045543,129.0798053
오늘약국,41777,대구광역시 서구 국채보상로 223 대원빌딩 106호 (평리동),053-557-5577,35.8708157,128.5553458
밝은별약국,22363,인천광역시 중구 신도시북로 89 103호 (운서동),032-751-0904,37.5007878,126.4893255
해맑은약국,57949,전라남도 순천시 이수로 321 1층 (조례동),061-726-8878,34.9540717,127.5190029
햇님약국,46278,부산광역시 금정구 중앙대로1685번길 15 1층 (부곡동),051-582-6119,35.2348348,129.0909076
로타리약국,47351,부산광역시 부산진구 중앙대로 613 (범천동),051-633-9145,35.1475615,129.0586309
조치원약국,30027,세종특별자치시 조치원읍 새내로 98 98,044-865-3873,36.6005707,127.2985711
삼성강남약국,6351,서울특별시 강남구 일원로 95 107호 (일원동),02-6959-0293,37.485765,127.0834812
한누리약국,3170,서울특별시 종로구 새문안로5가길 33 한누리빌딩 1층 (내자동),02-736-7980,37.5748436,126.9729452
메가약국,32983,충청남도 논산시 중앙로 255 116호 (내동),041-732-0280,36.1898965,127.0990133
굿모닝약국,11690,경기도 의정부시 평화로 613 용호빌딩 1층 (의정부동),031-842-1043,37.7466728,127.0454717
감일드림약국,13003,"경기도 하남시 감일백제로 169 현대타워 1층 115,116호 (감이동)",070-8869-5850,37.5073264,127.1549129
강남참약국,11473,경기도 양주시 옥정로 226 제일타워 1층 103호 (옥정동),031-928-7308,37.8217516,127.0921278
참약사도담약국,5072,서울특별시 광진구 아차산로 208 상록빌딩 1층 일부호 (자양동),02-6953-6637,37.541061,127.0664893
